POST,/uaa/oauth/token,160,0,140.0,235.85305249907833,80.93089997419156,1148.8318000047002,164.0,1.99948438589292,0.0,140,190,220,260,520,970,1100,1100,1100,1100,1100,160,8,1
,Aggregated,2078,0,60,164.96089692043228,14.09449998755008,2580.8511000068393,170.6381135707411,25.9683034617843,0.0,60,110,160,210,440,700,1100,1400,2600,2600,2600,160,8,1
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/accounts/,328,308,480.0,5085.829593902972,150.92899999581277,30964.34729997418,149.95426829268294,7.484811286615441,7.0284203545047435,480,570,800,1300,30000,31000,31000,31000,31000,31000,31000,320,16,1
GET,/accounts/current,32,12,190.0,213.7566687497383,27.838200010592118,821.617099980358,169.625,0.7302254913771162,0.2738345592664186,200,220,230,280,400,560,820,820,820,820,820,320,16,1
PUT,/accounts/current,18,18,65,6228.9307722239755,50.38659999263473,28015.382599987788,126.44444444444444,0.41075183889962785,0.41075183889962785,66,160,900,27000,28000,28000,28000,28000,28000,28000,28000,320,16,1
POST,/uaa/oauth/token,276,256,580.0,953.3458155792027,138.6837999743875,17854.475600004662,70.31884057971014,6.298194863127627,5.84180393101693,590,770,1100,1100,1400,2000,2100,18000,18000,18000,18000,320,16,1
,Aggregated,654,594,480.0,3134.918225076541,27.838200010592118,30964.34729997418,116.66207951070336,14.923983480019812,13.55481068368772,480,650,850,1200,2000,30000,31000,31000,31000,31000,31000,320,16,1
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/accounts/,160,0,150.0,159.0817575000301,115.72870000054536,244.1633999987971,195.0,0.987849587372688,0.0,150,160,170,180,210,230,230,230,240,240,240,160,8,1
GET,/accounts/current,1327,0,27,35.192450715925084,13.648800000737538,289.6692999984225,463.95252449133386,8.192977515272231,0.0,27,37,45,49,60,71,89,110,270,290,290,160,8,1
PUT,/accounts/current,2445,0,27,35.57174478527112,14.402499999050633,308.8831000004575,0.0,15.095576507038889,0.0,27,34,43,49,62,74,95,110,300,310,310,160,160,8,1
POST,/uaa/oauth/token,160,0,100.0,107.63195312506468,78.52710000042862,157.26999999969848,164.0,0.987849587372688,0.0,100,110,120,120,130,140,150,150,160,160,160,160,8,1
,Aggregated,4092,0,28,43.09567248290216,13.648800000737538,308.8831000004575,164.49291300097752,25.264253197056497,0.0,28,40,51,57,87,120,160,180,290,310,310,160,8,1
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/accounts/,640,0,210.0,209.98813499992366,97.38979999929143,597.5368999988859,195.0,6.352089077238213,0.0,210,230,240,250,260,280,330,580,600,600,600, 640,8,1
GET,/accounts/current,2524,0,51,55.82315629952723,13.632899999720394,332.7990999987378,400.85578446909665,25.0510512983582,0.0,51,61,68,73,86,99,120,140,300,330,330,640,8,1
PUT,/accounts/current,3822,0,50,55.773512768188446,16.3990000000922,330.982600000425,0.0,37.93388195813195,0.0,50,61,68,73,88,100,120,140,260,330,330,640,8,1
POST,/uaa/oauth/token,640,0,120.0,126.3154923437213,77.83459999882325,279.44509999906586,164.0,6.352089077238213,0.0,120,130,140,150,160,180,200,230,280,280,280,640,8,1
,Aggregated,7626,0,57,74.65228610017812,13.632899999720394,597.5368999988859,162.80094413847365,75.68911141096658,0.0,57,72,87,100,150,200,240,260,570,600,600,640,8,1
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/accounts/,2871,1594,1800.0,1836.9913822013236,93.13120000115305,4569.239399999788,200.891675374434,29.490850359505803,16.373533776751046,1800,2300,2600,2800,3400,3700,3900,4200,4500,4600,4600,320,16,1
GET,/accounts/current,3896,6,350.0,407.3145259753678,18.290699999852222,2401.6092000001663,365.6719712525667,40.019628352711464,0.06163187117974044,350,510,600,670,820,940,1000,1100,1500,2400,2400,320,16,1
PUT,/accounts/current,5365,2,400.0,443.64966615096796,15.957600000547245,3839.61249999993,0.048462255358807084,55.109164813217916,0.020543957059913482,400,570,660,730,870,980,1100,1200,1500,3800,3800,320,16,1
POST,/uaa/oauth/token,2871,1594,630.0,1076.7023671542777,100.53659999903175,4427.081100000578,107.92406826889585,29.490850359505803,16.373533776751046,630,980,1600,1800,2700,3400,3600,3800,4400,4400,4400,320,16,1
,Aggregated,15003,3196,520.0,821.9884427447784,15.957600000547245,4569.239399999788,154.07105245617544,154.11049388494098,32.82924338174175,520,740,930,1100,2200,3000,3500,3800,4300,4500,4600
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/accounts/,970,687,760.0,840.4705732989506,77.63010000053328,2509.573700001056,201.56288659793813,14.23423758286802,10.081362081886938,760,970,1200,1300,1600,1700,1900,2000,2500,2500,2500,320,16,1
GET,/accounts/current,1001,0,52,143.23503996011542,12.63259999541333,1098.8640999930794,390.02097902097904,14.6891462066504,0.0,52,84,170,260,410,600,740,820,1100,1100,1100,320,16,1
PUT,/accounts/current,1475,0,44,69.66099396607962,14.669700001832098,851.5670999986469,0.0,21.64484580900034,0.0,44,55,66,73,110,210,470,510,800,850,850,320,16,1
POST,/uaa/oauth/token,970,687,460.0,538.8936309280868,84.86669999547303,2121.3361999980407,92.46701030927835,14.23423758286802,10.081362081886938,460,590,690,790,960,1100,1400,1700,2100,2100,2100,320,16,1
,Aggregated,4416,1374,160.0,358.72090561600237,12.63259999541333,2509.573700001056,152.99365942028984,64.80246718138677,20.162724163773877,160,390,560,660,960,1300,1700,1800,2100,2500,2500,320,16,1
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/accounts/,20,0,100.0,112.90479999988747,91.69570000085514,177.7975000004517,195.0,1.6932246976022585,0.0,100,110,110,150,160,180,180,180,180,180,180,20,4,1
GET,/accounts/current,29,0,22,26.12768275841894,14.516600000206381,76.15670000086538,206.44827586206895,2.4551758115232745,0.0,22,26,31,34,38,42,76,76,76,76,76,20,4,1
PUT,/accounts/current,17,0,46,44.09421176344896,19.51000000553904,94.15829999488778,0.0,1.4392409929619197,0.0,46,53,59,59,74,94,94,94,94,94,94,20,4,1
POST,/uaa/oauth/token,20,0,77,79.21139000063704,72.53399999899557,90.0924000015948,164.0,1.6932246976022585,0.0,78,81,82,87,90,90,90,90,90,90,90,20,4,1
,Aggregated,86,0,62,62.20497906957293,14.516600000206381,177.7975000004517,153.1046511627907,7.280866199689711,0.0,73,79,90,94,100,110,160,180,180,180,180,20,4,1
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/accounts/,320,0,180.0,181.9551678127027,95.4589000029955,342.84800000023097,195.0,2.25103845455621,0.0,180,210,210,220,250,280,300,330,340,340,340,320,8,1
GET,/accounts/current,2280,0,41,47.068665263134136,12.418899998010602,341.09470000112196,458.70701754385965,16.038648988712996,0.0,41,51,58,63,78,93,110,120,290,340,340,320,8,1
PUT,/accounts/current,3923,0,43,49.03921980619823,12.402899999869987,289.6122000020114,0.0,27.59632455382504,0.0,43,53,61,66,81,95,110,120,260,290,290,320,8,1
POST,/uaa/oauth/token,320,0,110.0,111.61024531252224,72.40050000109477,188.74489999871003,164.0,2.25103845455621,0.0,110,120,120,130,140,150,170,180,190,190,190,320,8,1
,Aggregated,6843,0,45,57.52423619753522,12.402899999869987,342.84800000023097,169.62326465000731,48.13705045165045,0.0,45,58,68,76,110,130,200,220,310,340,340,320,8,1
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/accounts/,640,0,200.0,234.94826515620844,98.30369999690447,1340.2394000004278,195.0,4.978397157280427,0.0,200,230,260,270,340,460,590,1300,1300,1300,1300,640,8,1
GET,/accounts/current,3470,0,49,67.89709002888814,14.158799996948801,1067.7995000005467,433.61902017291067,26.992247087129815,0.0,49,60,68,75,110,170,320,390,1000,1100,1100,640,8,1
PUT,/accounts/current,5568,0,50,68.5492293642258,14.733199997863267,1069.7378000040771,0.0,43.31205526833971,0.0,50,60,69,76,100,170,340,450,1000,1100,1100,640,8,1
POST,/uaa/oauth/token,640,0,120.0,136.82667046878123,74.12939999630908,460.0967000005767,164.0,4.978397157280427,0.0,120,140,150,160,200,260,340,440,460,460,460,640,8,1
,Aggregated,10318,0,53,82.88631229891905,14.158799996948801,1340.2394000004278,168.09633649932158,80.26109667003038,0.0,53,69,86,100,170,240,350,460,1100,1300,1300,640,8,1
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/accounts/,1280,0,240.0,316.21873476567544,99.97859999566572,1653.5253999973065,195.0,4.81848137810175,0.0,240,290,330,370,590,910,1100,1200,1700,1700,1700,1280,8,1
GET,/accounts/current,12761,52,87,177.99112766240916,14.084299997193739,2261.3485000038054,476.0544628163937,48.03800067652846,0.1957508059853836,87,140,200,250,390,560,1200,1500,1800,2000,2300,1280,8,1
PUT,/accounts/current,23087,126,94,194.03191649412273,14.730499999132007,2168.474400001287,0.7094901892840126,86.90959341893368,0.474319260656891,94,150,220,270,420,640,1300,1600,1900,2100,2200,1280,8,1
POST,/uaa/oauth/token,1280,0,150.0,173.91475851560472,72.8986000031,1031.852699998126,164.0,4.81848137810175,0.0,150,170,190,210,270,380,430,560,1000,1000,1000,1280,8,1
,Aggregated,38408,178,99,192.10400196833632,14.084299997193739,2261.3485000038054,170.559024161633,144.58455685166564,0.6700700666422746,99,160,220,270,400,620,1300,1500,1900,2100,2300,1280,8,1
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/accounts/,2160,0,2400.0,40472.51814444432,102.31319999729749,294510.24589999724,195.0,3.5574743572539744,0.0,2400,27000,57000,84000,145000,155000,236000,267000,294000,295000,295000,1280,8,1
GET,/accounts/current,26799,105,3100.0,4021.8262857457516,11.498500003654044,293940.83970000065,485.8879808948095,44.13738671298577,0.17293278125540154,3100,4500,5800,6600,9300,12000,14000,15000,19000,21000,294000,1280,8,1
PUT,/accounts/current,49890,232,3300.0,4137.823008426531,13.860500002920162,44466.56839999923,0.604529965925035,82.16777577935221,0.38209909763098243,3300,4700,5900,6600,9300,12000,13000,15000,18000,20000,44000,1280,8,1
POST,/uaa/oauth/token,2147,0,610.0,2205.1423261295186,69.79120000323746,20156.499999997322,164.0,3.536063631955687,0.0,610,2300,2800,3300,5600,8600,15000,16000,20000,20000,20000,1280,8,1
,Aggregated,80996,337,3200.0,5017.185938667324,11.498500003654044,294510.24589999724,170.68472517161342,133.39870048154765,0.555031878886384,3200,4600,5900,6700,9600,12000,15000,23000,188000,286000,295000,1280,8,1
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,5120,8,1
POST,/accounts/,4865,2193,328000.0,300337.4114995673,114.26979999669129,729251.9579,164.09743062692704,3.3973729266557036,1.5314365525500426,328000,481000,537000,587000,638000,704000,716000,721000,729000,729000,729000,5120,8,1
GET,/accounts/current,59609,262,7700.0,8027.118601110609,12.302600000111852,597717.2405999955,503.9066751665017,41.62672205241929,0.18296232410766583,7700,10000,12000,12000,14000,16000,20000,22000,34000,554000,598000,5120,8,1
PUT,/accounts/current,114477,449,7800.0,8280.44404706105,14.053999999305233,637043.8511999964,0.5098840815185584,79.94266403386742,0.31354993711580903,7800,10000,12000,12000,14000,16000,19000,23000,35000,588000,637000,5120,8,1
POST,/uaa/oauth/token,2806,142,670.0,6192.492129722027,74.5390000010957,59637.719300000754,158.8888096935139,1.9595125246034746,0.09916278634842958,670,2600,14000,16000,18000,23000,28000,49000,59000,60000,60000,5120,8,1
,Aggregated,181757,3046,7800.0,15982.474104053354,12.302600000111852,729251.9579,172.4275763794517,126.92627153754587,2.127111600121947,7800,10000,12000,13000,15000,17000,27000,443000,709000,724000,729000,5120,8,1
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/accounts/,640,0,270.0,268.0873132811598,120.03160000313073,553.6847000039415,195.0,7.064322824469973,0.0,270,290,300,310,340,370,450,460,550,550,550,640,10,1
GET,/accounts/current,2467,0,49,59.8989335224341,12.132299998484086,610.8101999998325,393.6347790839076,27.230756887449097,0.0,49,62,71,77,97,120,160,230,600,610,610,640,10,1
PUT,/accounts/current,3665,0,51,60.533434870411604,13.784499999019317,578.8954999952693,0.0,40.45428617450383,0.0,51,63,72,78,100,120,150,210,550,580,580,640,10,1
POST,/uaa/oauth/token,640,0,130.0,151.3737129686774,73.43509999918751,630.1147000049241,164.0,7.064322824469973,0.0,130,150,170,180,230,270,320,500,630,630,630,640,10,1
,Aggregated,7412,0,58,86.0875289530223,12.132299998484086,630.1147000049241,162.0152455477604,81.81368871089288,0.0,58,77,97,110,190,270,320,350,580,630,630,640,10,1
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/accounts/,1406,780,340.0,490.86636642945297,71.29710000299383,2531.975700003386,203.05689900426742,10.926023393837347,6.061378554191416,340,440,550,640,860,1700,2000,2300,2500,2500,2500, 640,12,1
GET,/accounts/current,3704,0,62,102.25656436281021,12.651600001845509,937.0520000011311,442.47624190064795,28.783777134262827,0.0,62,83,110,130,220,350,540,610,750,940,940, 640,12,1
PUT,/accounts/current,6094,0,58,89.00232010174634,14.4226999982493,972.1406000026036,0.0,47.35646270415704,0.0,58,75,93,110,180,280,400,570,710,970,970, 640,12,1
POST,/uaa/oauth/token,1406,780,280.0,370.81784317209684,84.07030000671512,2385.7371999984025,107.96870554765292,10.926023393837347,6.061378554191416,280,360,440,540,750,880,1400,1600,2400,2400,2400, 640,12,1
,Aggregated,12610,1560,75,169.12501600314587,12.651600001845509,2531.975700003386,164.6498017446471,97.99228662609455,12.122757108382832,75,130,190,250,390,600,830,1300,2400,2500,2500, 640,12,1
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/accounts/,1592,964,670.0,844.0145054018694,120.91740000323625,2769.4847000020673,201.46984924623115,10.56435145877446,6.397006787850867,670,870,1100,1300,1800,2300,2500,2600,2700,2800,2800, 640,14,1
GET,/accounts/current,4363,0,56,105.84369142793189,16.789300003438257,1485.8722999997553,453.8732523493009,28.952428024266943,0.0,56,76,100,140,240,360,470,640,1400,1500,1500, 640,14,1
PUT,/accounts/current,7655,0,54,83.88843976485431,16.199599995161407,1509.2408999989857,0.0,50.7978080508282,0.0,54,66,78,89,160,260,350,460,1500,1500,1500, 640,14,1
POST,/uaa/oauth/token,1592,964,480.0,611.1999886305776,101.94329999649199,2571.9492999996874,102.84170854271356,10.56435145877446,6.397006787850867,480,630,780,850,1200,1400,1800,2000,2500,2600,2600, 640,14,1
,Aggregated,15202,1928,65,225.01404463884333,16.199599995161407,2769.4847000020673,162.1308380476253,100.87893899264407,12.794013575701735,65,120,240,320,620,990,1500,1900,2600,2700,2800, 640,14,1
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/accounts/,1495,872,750.0,847.2974102340743,59.83579999883659,2743.6970000053407,202.79933110367892,14.092373657984071,8.219765772416126,750,910,1100,1300,1500,1800,2200,2400,2700,2700,2700,640,16,1
GET,/accounts/current,3090,0,59,130.41141126212796,14.264299999922514,790.3344000005745,424.60647249190936,29.127381005465402,0.0,59,100,180,230,360,430,560,640,750,790,790,640,16,1
PUT,/accounts/current,4997,0,54,91.3352851510902,16.32170000084443,834.2906000034418,0.0,47.103405464178195,0.0,54,66,81,99,220,330,440,500,800,830,830,640,16,1
POST,/uaa/oauth/token,1495,872,540.0,639.808303277656,110.19610000221292,2341.418900003191,105.08896321070235,14.092373657984071,8.219765772416126,540,700,800,860,1100,1600,2000,2200,2300,2300,2300,640,16,1
,Aggregated,11077,1744,77,278.2880493274361,14.264299999922514,2743.6970000053407,160.00063194005597,104.41553378561174,16.439531544832253,77,240,380,460,780,1100,1500,1800,2500,2700,2700,640,16,1
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/accounts/,1498,1002,1600.0,1976.8816190921227,48.390700001618825,6288.890700001502,199.86648865153538,5.274503562509916,3.528072476391813,1600,2500,2900,3200,4400,4900,5400,5500,5900,6300,6300,640,18,1
GET,/accounts/current,7035,13,49,104.51225407246282,13.727100005780812,4074.870700002066,492.618052594172,24.770448973469463,0.04577339540228899,49,59,68,76,180,400,750,1200,2500,4100,4100,640,18,1
PUT,/accounts/current,12948,10,50,85.56445208525865,15.445799996086862,4288.108900000225,0.10040160642570281,45.590301820679834,0.035210304155606914,50,59,66,72,95,220,530,1000,2400,3100,4300,640,18,1
POST,/uaa/oauth/token,1498,1002,690.0,1350.289000667564,93.2671999980812,5427.091700003075,96.44192256341789,5.274503562509916,3.528072476391813,690,1700,2300,2600,3200,4100,4500,5100,5400,5400,5400,640,18,1
,Aggregated,22979,2027,54,297.10752519255516,13.727100005780812,6288.890700001502,170.187475521128,80.90975791916912,7.137128652341522,54,68,87,140,650,2000,3200,4300,5400,5800,6300,640,18,1
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/accounts/,2265,1118,490.0,720.0248951876256,58.905500001856126,4903.552099996887,201.04326710816778,17.161857553092254,8.471062580290127,490,730,860,990,1300,1900,3500,3600,4900,4900,4900,1147,11,1
GET,/accounts/current,4984,0,280.0,455.3009568217994,15.150000006542541,1687.1508000040194,413.9574638844302,37.76366359585509,0.0,280,480,670,790,1200,1400,1500,1600,1700,1700,1700,1147,11,1
PUT,/accounts/current,7689,0,350.0,517.873874209873,15.728799997305032,1711.9897000011406,0.0,58.259391931888004,0.0,350,600,790,1000,1300,1400,1600,1600,1700,1700,1700,1147,11,1
POST,/uaa/oauth/token,2265,1118,380.0,467.8819255629699,95.67020000395132,4638.749900004768,114.14657836644592,17.161857553092254,8.471062580290127,380,500,600,690,910,1100,1200,1300,2500,4600,4600,1147,11,1
,Aggregated,17203,2236,360.0,519.7791743649146,15.150000006542541,4903.552099996887,161.42934371911875,130.3467706339276,16.942125160580254,360,570,740,880,1200,1400,1600,1700,3800,4900,4900,1147,11,1
Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/accounts/,1918,739,1700.0,2695.50373435876,84.72900000197114,15176.064300001599,199.40354535974973,22.11099150201659,8.51930277371755,1700,2300,2900,4200,5700,9900,13000,14000,15000,15000,15000,1201,19,1
GET,/accounts/current,3352,0,740.0,773.4802482697133,20.87020000180928,2118.1004000027315,361.99045346062053,38.64235845399354,0.0,740,980,1100,1200,1400,1500,1800,1900,2100,2100,2100,1201,19,1
PUT,/accounts/current,4219,0,950.0,924.4878956151534,40.740100004768465,2198.4388999990188,0.0,48.63726441449843,0.0,950,1100,1200,1300,1500,1600,1900,2000,2200,2200,2200,1201,19,1
POST,/uaa/oauth/token,1905,739,690.0,910.6283242519364,109.95480000565294,5579.3514999968465,124.81942257217848,21.9611255533585,8.51930277371755,690,970,1200,1400,1900,2400,2700,3000,3500,5600,5600,1201,19,1
,Aggregated,11394,1478,910.0,1175.8682941899635,20.87020000180928,15176.064300001599,160.92934878005968,131.35173992386706,17.0386055474351,910,1200,1300,1500,1900,2700,5400,8300,14000,15000,15000,1201,19,1
